filename,split,task_type,target_id,scene_seed,collection_seed,recovery_type,perturbation_step,perturbation_delta_m,retry_count,v3_recovery_version
ep_00271.npz,train,pick,A,1700800862,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00272.npz,train,pick,C,526633016,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00273.npz,test,push,C,307592181,20261201,target_displacement,24,0.05000000074505806,0,v3.recovery.1
ep_00274.npz,train,push,A,927446443,20261201,target_displacement,32,0.019999999552965164,0,v3.recovery.1
ep_00275.npz,train,pick,B,921826675,20261201,target_displacement,38,0.05000000074505806,0,v3.recovery.1
ep_00276.npz,val,pick,B,862933340,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00277.npz,train,push,B,583202396,20261201,target_displacement,22,0.019999999552965164,0,v3.recovery.1
ep_00278.npz,train,push,A,179986505,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00279.npz,train,pick,C,1479627259,20261201,target_displacement,30,0.05000000074505806,0,v3.recovery.1
ep_00280.npz,train,pick,B,1028330783,20261201,target_displacement,36,0.019999999552965164,0,v3.recovery.1
ep_00281.npz,train,pick,B,1122481847,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00282.npz,train,pick,B,1728585437,20261201,target_displacement,29,0.029999999329447746,0,v3.recovery.1
ep_00283.npz,train,pick,A,1349683325,20261201,target_displacement,35,0.05000000074505806,0,v3.recovery.1
ep_00284.npz,train,pick,B,1602123174,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00285.npz,train,push,A,1705666570,20261201,target_displacement,42,0.029999999329447746,0,v3.recovery.1
ep_00286.npz,train,pick,B,830250211,20261201,target_displacement,35,0.03999999910593033,0,v3.recovery.1
ep_00287.npz,train,pick,C,263452510,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00288.npz,train,pick,B,1617775434,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00289.npz,train,pick,A,247192730,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00290.npz,train,pick,B,974049801,20261201,target_displacement,32,0.05000000074505806,0,v3.recovery.1
ep_00291.npz,train,push,B,1262583193,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00292.npz,train,pick,B,1811927668,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00293.npz,val,pick,B,1132135708,20261201,target_displacement,23,0.019999999552965164,0,v3.recovery.1
ep_00294.npz,train,pick,B,73507031,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00295.npz,train,pick,A,1127816126,20261201,target_displacement,29,0.019999999552965164,0,v3.recovery.1
ep_00296.npz,train,pick,A,567961277,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00297.npz,train,pick,C,499769066,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00298.npz,train,pick,B,113317709,20261201,target_displacement,30,0.029999999329447746,0,v3.recovery.1
ep_00299.npz,train,pick,A,842768142,20261201,target_displacement,35,0.029999999329447746,0,v3.recovery.1
ep_00300.npz,test,push,C,745598989,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00301.npz,train,push,B,1136642341,20261201,target_displacement,29,0.030000001192092896,0,v3.recovery.1
ep_00302.npz,train,pick,B,305399429,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00303.npz,test,push,A,2039572426,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00304.npz,train,pick,A,195229556,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00305.npz,train,pick,A,1817002125,20261201,target_displacement,21,0.03999999910593033,0,v3.recovery.1
ep_00306.npz,train,pick,B,1174915753,20261201,target_displacement,28,0.03999999910593033,0,v3.recovery.1
ep_00307.npz,train,pick,C,1627089628,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00308.npz,train,pick,A,694920292,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00309.npz,train,pick,B,965372773,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00310.npz,test,pick,B,1561342144,20261201,target_displacement,33,0.05000000074505806,0,v3.recovery.1
ep_00311.npz,train,pick,B,46879959,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00312.npz,val,pick,C,123146433,20261201,target_displacement,33,0.029999999329447746,0,v3.recovery.1
ep_00313.npz,train,pick,A,1250370343,20261201,target_displacement,36,0.05000000074505806,0,v3.recovery.1
ep_00314.npz,val,pick,B,691144850,20261201,target_displacement,38,0.019999999552965164,0,v3.recovery.1
ep_00315.npz,train,pick,A,621538510,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00316.npz,test,pick,B,1923237379,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00317.npz,train,pick,C,1918879926,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00318.npz,train,pick,B,2097334535,20261201,target_displacement,31,0.029999999329447746,0,v3.recovery.1
ep_00319.npz,test,pick,A,915926853,20261201,target_displacement,32,0.019999999552965164,0,v3.recovery.1
ep_00320.npz,train,push,A,252824699,20261201,target_displacement,38,0.03999999910593033,0,v3.recovery.1
ep_00321.npz,train,push,B,1807561344,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00322.npz,test,pick,C,1175418917,20261201,target_displacement,34,0.03999999910593033,0,v3.recovery.1
ep_00323.npz,train,push,A,2091482264,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00324.npz,train,pick,B,1865603608,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00325.npz,train,pick,C,297358159,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00326.npz,train,pick,A,1817161950,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00327.npz,val,pick,C,2075481209,20261201,target_displacement,26,0.05000000074505806,0,v3.recovery.1
ep_00328.npz,train,push,A,1182918132,20261201,target_displacement,22,0.05000000074505806,0,v3.recovery.1
ep_00329.npz,train,pick,A,1538781174,20261201,target_displacement,30,0.030000001192092896,0,v3.recovery.1
ep_00330.npz,train,pick,A,915496890,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00331.npz,test,pick,C,1184698008,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00332.npz,train,pick,C,1973887475,20261201,target_displacement,31,0.019999999552965164,0,v3.recovery.1
ep_00333.npz,train,pick,A,1456114253,20261201,target_displacement,34,0.03999999910593033,0,v3.recovery.1
ep_00334.npz,train,pick,A,163194150,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00335.npz,train,pick,A,1136721496,20261201,target_displacement,20,0.05000000074505806,0,v3.recovery.1
ep_00336.npz,train,pick,A,1659688531,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00337.npz,test,pick,C,147481557,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00338.npz,train,pick,C,427191722,20261201,target_displacement,36,0.030000001192092896,0,v3.recovery.1
ep_00339.npz,train,push,A,1122770351,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00340.npz,train,pick,A,1842571092,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00341.npz,train,pick,C,1319739066,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00342.npz,train,push,C,1450089233,20261201,target_displacement,34,0.019999999552965164,0,v3.recovery.1
ep_00343.npz,train,pick,A,817141449,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00344.npz,train,pick,A,1905141861,20261201,target_displacement,29,0.030000001192092896,0,v3.recovery.1
ep_00345.npz,train,pick,A,1923833011,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00346.npz,train,pick,C,1584385183,20261201,target_displacement,30,0.03999999910593033,0,v3.recovery.1
ep_00347.npz,train,pick,C,1787428697,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00348.npz,train,pick,C,153205525,20261201,target_displacement,29,0.05000000074505806,0,v3.recovery.1
ep_00349.npz,train,push,A,1904264685,20261201,target_displacement,24,0.019999999552965164,0,v3.recovery.1
ep_00350.npz,train,push,A,568487532,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00351.npz,train,pick,C,2138014862,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00352.npz,train,pick,C,723170867,20261201,target_displacement,26,0.019999999552965164,0,v3.recovery.1
ep_00353.npz,val,pick,C,887447971,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00354.npz,train,pick,C,1287404485,20261201,target_displacement,33,0.029999999329447746,0,v3.recovery.1
ep_00355.npz,test,pick,C,361817244,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00356.npz,train,push,B,1724008566,20261201,target_displacement,37,0.03999999910593033,0,v3.recovery.1
ep_00357.npz,train,pick,C,82935606,20261201,target_displacement,32,0.03999999910593033,0,v3.recovery.1
ep_00358.npz,train,pick,C,826832544,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00359.npz,train,pick,C,2124689517,20261201,target_displacement,23,0.05000000074505806,0,v3.recovery.1
ep_00360.npz,train,push,B,690118729,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00361.npz,train,push,B,1941699040,20261201,target_displacement,28,0.05000000074505806,1,v3.recovery.1
ep_00362.npz,train,push,A,1586267430,20261201,target_displacement,23,0.030000001192092896,0,v3.recovery.1
ep_00363.npz,train,push,C,512372973,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00364.npz,train,push,C,2001038334,20261201,target_displacement,34,0.029999999329447746,0,v3.recovery.1
ep_00365.npz,train,pick,C,579081115,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00366.npz,val,pick,C,1895494796,20261201,target_displacement,28,0.019999999552965164,0,v3.recovery.1
ep_00367.npz,train,pick,C,659544864,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00368.npz,train,push,B,635805911,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00369.npz,train,pick,C,766602028,20261201,target_displacement,23,0.029999999329447746,0,v3.recovery.1
ep_00370.npz,val,pick,C,1557427406,20261201,forced_pick_miss,0,0.0,1,v3.recovery.1
ep_00371.npz,train,push,B,551527524,20261201,target_displacement,32,0.019999999552965164,1,v3.recovery.1
ep_00372.npz,train,push,A,451664827,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00373.npz,train,push,A,1872577595,20261201,target_displacement,24,0.03999999910593033,0,v3.recovery.1
ep_00374.npz,train,push,A,1321806006,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00375.npz,train,push,B,2056446696,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00376.npz,train,push,C,98068500,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00377.npz,train,push,A,927932732,20261201,target_displacement,21,0.05000000074505806,0,v3.recovery.1
ep_00378.npz,train,push,C,1585581798,20261201,target_displacement,30,0.03999999910593033,0,v3.recovery.1
ep_00379.npz,train,push,A,1610815295,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00380.npz,train,push,A,485339481,20261201,target_displacement,20,0.019999999552965164,0,v3.recovery.1
ep_00381.npz,train,push,A,1163880549,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00382.npz,train,push,B,785963824,20261201,target_displacement,33,0.029999999329447746,1,v3.recovery.1
ep_00383.npz,train,push,A,149637530,20261201,target_displacement,22,0.030000001192092896,0,v3.recovery.1
ep_00384.npz,train,push,A,1661281704,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00385.npz,train,push,B,1947244418,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00386.npz,train,push,A,1713427199,20261201,target_displacement,41,0.03999999910593033,0,v3.recovery.1
ep_00387.npz,train,push,A,582608767,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00388.npz,train,push,B,740071229,20261201,target_displacement,29,0.03999999910593033,0,v3.recovery.1
ep_00389.npz,train,push,C,1899544991,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00390.npz,train,push,B,2088047598,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00391.npz,train,push,A,1688373025,20261201,target_displacement,36,0.05000000074505806,0,v3.recovery.1
ep_00392.npz,val,push,A,503870349,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00393.npz,train,push,A,1024271396,20261201,target_displacement,28,0.019999999552965164,0,v3.recovery.1
ep_00394.npz,train,push,C,520569091,20261201,target_displacement,34,0.05000000074505806,0,v3.recovery.1
ep_00395.npz,train,push,C,13578624,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00396.npz,train,push,A,430228520,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00397.npz,train,push,C,1268568886,20261201,target_displacement,23,0.019999999552965164,0,v3.recovery.1
ep_00398.npz,train,push,A,757829357,20261201,target_displacement,32,0.029999999329447746,0,v3.recovery.1
ep_00399.npz,train,push,A,1327247952,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00400.npz,train,push,A,55970889,20261201,target_displacement,32,0.03999999910593033,0,v3.recovery.1
ep_00401.npz,train,push,B,889593478,20261201,target_displacement,29,0.05000000074505806,0,v3.recovery.1
ep_00402.npz,train,push,A,65980579,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00403.npz,train,push,A,1363033213,20261201,target_displacement,23,0.05000000074505806,0,v3.recovery.1
ep_00404.npz,train,push,B,173976710,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00405.npz,train,push,A,1289838144,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00406.npz,test,push,C,1527221253,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00407.npz,train,push,A,20227283,20261201,target_displacement,32,0.020000001415610313,0,v3.recovery.1
ep_00408.npz,train,push,C,509531911,20261201,target_displacement,29,0.029999999329447746,0,v3.recovery.1
ep_00409.npz,val,push,B,647753274,20261201,target_displacement,29,0.019999999552965164,0,v3.recovery.1
ep_00410.npz,test,push,B,1283014920,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00411.npz,train,push,A,1011181332,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00412.npz,val,push,B,1739142007,20261201,target_displacement,24,0.029999999329447746,1,v3.recovery.1
ep_00413.npz,test,push,A,493382892,20261201,target_displacement,29,0.030000001192092896,0,v3.recovery.1
ep_00414.npz,train,push,A,708874363,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00415.npz,train,push,A,2005246530,20261201,target_displacement,22,0.03999999910593033,0,v3.recovery.1
ep_00416.npz,train,push,A,837417988,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00417.npz,train,push,B,2020112782,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00418.npz,val,push,A,1192654351,20261201,target_displacement,22,0.05000000074505806,0,v3.recovery.1
ep_00419.npz,train,push,B,2070341891,20261201,target_displacement,33,0.03999999910593033,0,v3.recovery.1
ep_00420.npz,train,push,A,1601182744,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00421.npz,train,push,C,1192442653,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00422.npz,train,push,C,255414906,20261201,target_displacement,32,0.03999999910593033,0,v3.recovery.1
ep_00423.npz,train,push,C,1596688631,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00424.npz,train,push,C,617349477,20261201,target_displacement,23,0.05000000074505806,0,v3.recovery.1
ep_00425.npz,train,push,A,1629417810,20261201,target_displacement,22,0.019999999552965164,0,v3.recovery.1
ep_00426.npz,train,push,B,399750360,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00427.npz,train,push,B,548291451,20261201,target_displacement,21,0.05000000447034836,0,v3.recovery.1
ep_00428.npz,train,push,A,77661581,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00429.npz,train,push,B,2012179825,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00430.npz,test,push,B,837371596,20261201,target_displacement,22,0.019999999552965164,1,v3.recovery.1
ep_00431.npz,train,push,A,293708399,20261201,target_displacement,34,0.029999999329447746,0,v3.recovery.1
ep_00432.npz,val,push,B,1039453441,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00433.npz,train,push,B,103581723,20261201,target_displacement,32,0.029999999329447746,0,v3.recovery.1
ep_00434.npz,test,push,A,216089387,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00435.npz,train,push,B,2037593086,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00436.npz,train,push,A,1072044013,20261201,target_displacement,32,0.03999999910593033,0,v3.recovery.1
ep_00437.npz,train,push,B,1381903471,20261201,target_displacement,29,0.03999999910593033,0,v3.recovery.1
ep_00438.npz,train,push,B,1862207673,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00439.npz,train,push,A,1414020331,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00440.npz,test,push,A,202308735,20261201,target_displacement,27,0.05000000074505806,0,v3.recovery.1
ep_00441.npz,train,push,A,2109900623,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00442.npz,train,push,C,1805430048,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00443.npz,train,push,A,1144522856,20261201,target_displacement,30,0.019999999552965164,0,v3.recovery.1
ep_00444.npz,train,push,B,1602850644,20261201,target_displacement,32,0.05000000074505806,0,v3.recovery.1
ep_00445.npz,val,push,A,580761194,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00446.npz,train,push,C,1394540249,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00447.npz,val,push,B,1513608538,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00448.npz,train,push,C,1550456276,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00449.npz,train,push,C,989611470,20261201,target_displacement,34,0.029999999329447746,0,v3.recovery.1
ep_00450.npz,train,push,C,1279430399,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00451.npz,train,push,C,1390021559,20261201,target_displacement,24,0.03999999910593033,0,v3.recovery.1
ep_00452.npz,val,push,A,510719361,20261201,target_displacement,29,0.029999999329447746,0,v3.recovery.1
ep_00453.npz,test,push,C,722689777,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00454.npz,train,push,A,646962448,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00455.npz,train,push,B,352321672,20261201,target_displacement,24,0.019999999552965164,0,v3.recovery.1
ep_00456.npz,test,push,B,1965501212,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00457.npz,train,push,B,1559790892,20261201,target_displacement,31,0.029999999329447746,1,v3.recovery.1
ep_00458.npz,train,push,B,1296045269,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00459.npz,train,push,C,740262646,20261201,target_displacement,44,0.05000000074505806,0,v3.recovery.1
ep_00460.npz,train,push,B,575083613,20261201,target_displacement,31,0.03999999910593033,0,v3.recovery.1
ep_00461.npz,test,push,A,1029011604,20261201,target_displacement,27,0.03999999910593033,0,v3.recovery.1
ep_00462.npz,train,push,C,279015106,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00463.npz,train,push,C,1045087906,20261201,target_displacement,25,0.019999999552965164,0,v3.recovery.1
ep_00464.npz,train,push,C,1331717478,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00465.npz,train,push,B,518600880,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00466.npz,test,push,A,430388534,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00467.npz,train,push,C,1551464085,20261201,target_displacement,34,0.030000001192092896,0,v3.recovery.1
ep_00468.npz,val,push,A,1284346929,20261201,target_displacement,31,0.05000000074505806,0,v3.recovery.1
ep_00469.npz,train,push,A,2034347285,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00470.npz,train,push,A,1998793173,20261201,target_displacement,27,0.019999999552965164,0,v3.recovery.1
ep_00471.npz,train,push,A,839695284,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00472.npz,train,push,B,1245108718,20261201,target_displacement,32,0.05000000074505806,0,v3.recovery.1
ep_00473.npz,test,push,A,429208561,20261201,target_displacement,31,0.030000001192092896,0,v3.recovery.1
ep_00474.npz,train,push,A,1585151535,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00475.npz,train,push,B,522473830,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00476.npz,train,push,B,1559308249,20261201,target_displacement,29,0.019999999552965164,1,v3.recovery.1
ep_00477.npz,train,push,B,470535206,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00478.npz,val,push,B,1002780290,20261201,target_displacement,31,0.029999999329447746,0,v3.recovery.1
ep_00479.npz,train,push,A,470035267,20261201,target_displacement,28,0.03999999910593033,0,v3.recovery.1
ep_00480.npz,train,push,B,1711269772,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00481.npz,train,push,A,874741307,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00482.npz,train,push,B,481113203,20261201,target_displacement,24,0.03999999910593033,0,v3.recovery.1
ep_00483.npz,train,push,C,1432604321,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00484.npz,test,push,A,1715809494,20261201,target_displacement,23,0.05000000074505806,0,v3.recovery.1
ep_00485.npz,train,push,B,2104307207,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00486.npz,test,push,B,779063803,20261201,target_displacement,29,0.05000000074505806,1,v3.recovery.1
ep_00487.npz,train,push,A,557154916,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00488.npz,train,push,A,120548327,20261201,target_displacement,22,0.019999999552965164,0,v3.recovery.1
ep_00489.npz,test,push,B,123549568,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00490.npz,train,push,C,102253998,20261201,target_displacement,23,0.03999999910593033,0,v3.recovery.1
ep_00491.npz,train,push,B,596584485,20261201,target_displacement,31,0.019999999552965164,0,v3.recovery.1
ep_00492.npz,train,push,A,932448854,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00493.npz,train,push,B,54113483,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00494.npz,val,push,A,1219464393,20261201,target_displacement,22,0.030000001192092896,0,v3.recovery.1
ep_00495.npz,train,push,C,379210588,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00496.npz,val,push,C,9353065,20261201,target_displacement,36,0.05000000074505806,0,v3.recovery.1
ep_00497.npz,train,push,B,2082507263,20261201,target_displacement,21,0.029999999329447746,0,v3.recovery.1
ep_00498.npz,train,push,A,1241020459,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00499.npz,train,push,B,1504273710,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00500.npz,train,push,A,1945037199,20261201,target_displacement,24,0.03999999910593033,0,v3.recovery.1
ep_00501.npz,val,push,C,1158582852,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00502.npz,train,push,A,1910262816,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00503.npz,val,push,B,453675925,20261201,target_displacement,31,0.03999999910593033,0,v3.recovery.1
ep_00504.npz,train,push,A,1185941009,20261201,target_displacement,34,0.05000000074505806,0,v3.recovery.1
ep_00505.npz,train,push,A,791788656,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00506.npz,train,push,A,1289019553,20261201,target_displacement,25,0.019999999552965164,0,v3.recovery.1
ep_00507.npz,train,push,A,1610966910,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00508.npz,train,push,C,1419363210,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00509.npz,test,push,C,1982189513,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00510.npz,train,push,C,1057474961,20261201,target_displacement,33,0.030000001192092896,0,v3.recovery.1
ep_00511.npz,train,push,A,1381554266,20261201,target_displacement,25,0.030000001192092896,0,v3.recovery.1
ep_00512.npz,train,push,B,2110942908,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00513.npz,train,push,C,627543561,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00514.npz,train,push,B,1078660709,20261201,target_displacement,23,0.05000000074505806,0,v3.recovery.1
ep_00515.npz,train,push,B,1878103819,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00516.npz,train,push,A,1865981089,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00517.npz,train,push,A,1603966170,20261201,target_displacement,31,0.03999999910593033,0,v3.recovery.1
ep_00518.npz,train,push,A,1723319471,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00519.npz,val,push,A,1900929686,20261201,target_displacement,25,0.05000000074505806,0,v3.recovery.1
ep_00520.npz,test,push,A,870513756,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00521.npz,train,push,C,1113797542,20261201,target_displacement,32,0.03999999910593033,0,v3.recovery.1
ep_00522.npz,val,push,B,705449651,20261201,target_displacement,33,0.019999999552965164,0,v3.recovery.1
ep_00523.npz,train,push,A,526911826,20261201,target_displacement,29,0.019999999552965164,0,v3.recovery.1
ep_00524.npz,train,push,B,2094308718,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00525.npz,val,push,C,1651598459,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00526.npz,train,push,A,880634499,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00527.npz,val,push,C,1265173870,20261201,target_displacement,21,0.05000000074505806,0,v3.recovery.1
ep_00528.npz,val,push,B,1919922925,20261201,target_displacement,31,0.030000001192092896,0,v3.recovery.1
ep_00529.npz,train,push,B,250569611,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00530.npz,train,push,C,1745357358,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00531.npz,train,push,A,1090240689,20261201,target_displacement,23,0.029999999329447746,0,v3.recovery.1
ep_00532.npz,train,push,B,533039978,20261201,target_displacement,33,0.03999999910593033,0,v3.recovery.1
ep_00533.npz,val,push,C,262752821,20261201,target_displacement,35,0.019999999552965164,0,v3.recovery.1
ep_00534.npz,train,push,C,616575205,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00535.npz,train,push,B,245466764,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00536.npz,val,push,C,946353973,20261201,target_displacement,24,0.030000001192092896,0,v3.recovery.1
ep_00537.npz,train,push,B,2141737286,20261201,target_displacement,28,0.05000000074505806,1,v3.recovery.1
ep_00538.npz,train,push,B,1237243923,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00539.npz,train,push,C,98905940,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00540.npz,test,push,A,1483114253,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00541.npz,train,push,C,1360684926,20261201,target_displacement,23,0.03999999910593033,0,v3.recovery.1
ep_00542.npz,train,push,B,864608081,20261201,target_displacement,30,0.020000001415610313,0,v3.recovery.1
ep_00543.npz,train,push,C,1993960765,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00544.npz,val,push,B,1991844782,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
ep_00545.npz,train,push,B,1544393312,20261201,target_displacement,33,0.029999999329447746,1,v3.recovery.1
ep_00546.npz,train,push,B,1240700462,20261201,forced_push_miss,0,0.0,1,v3.recovery.1
