filename,dataset_version,split,task_type,target_id,instruction,scene_seed,collection_seed,success_step,wrong_object_contact
ep_00311.npz,v2.clean,train,pick,C,Pick up the green cylinder,163922084,20260817,85,0
ep_00312.npz,v2.clean,train,pick,B,Pick up the blue ball,1515147673,20260817,77,0
ep_00313.npz,v2.clean,train,pick,A,Pick up the red cube,1619515294,20260817,73,0
ep_00314.npz,v2.clean,test,push,A,Push the red cube away from the robot,1850745680,20260817,80,0
ep_00315.npz,v2.clean,train,pick,C,Pick up the green cylinder,1877006109,20260817,78,0
ep_00316.npz,v2.clean,train,pick,A,Pick up the red cube,1398933633,20260817,87,0
ep_00317.npz,v2.clean,train,pick,C,Pick up the green cylinder,1064897411,20260817,83,0
ep_00318.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1280946941,20260817,82,0
ep_00319.npz,v2.clean,val,pick,C,Pick up the green cylinder,1843409222,20260817,85,0
ep_00320.npz,v2.clean,train,pick,B,Pick up the blue ball,1933102682,20260817,71,0
ep_00321.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1542586555,20260817,179,0
ep_00322.npz,v2.clean,train,pick,B,Pick up the blue ball,1911562911,20260817,81,0
ep_00323.npz,v2.clean,train,pick,B,Pick up the blue ball,1951168295,20260817,80,0
ep_00324.npz,v2.clean,train,pick,B,Pick up the blue ball,1029731760,20260817,75,0
ep_00325.npz,v2.clean,train,pick,A,Pick up the red cube,1436355477,20260817,75,0
ep_00326.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1831522736,20260817,76,0
ep_00327.npz,v2.clean,test,pick,A,Pick up the red cube,620078297,20260817,88,0
ep_00328.npz,v2.clean,train,pick,A,Pick up the red cube,1030104999,20260817,87,0
ep_00329.npz,v2.clean,test,pick,A,Pick up the red cube,276280804,20260817,79,0
ep_00330.npz,v2.clean,train,pick,B,Pick up the blue ball,1341921529,20260817,81,0
ep_00331.npz,v2.clean,val,push,A,Push the red cube away from the robot,1765696988,20260817,81,0
ep_00332.npz,v2.clean,train,pick,C,Pick up the green cylinder,1576436062,20260817,80,0
ep_00333.npz,v2.clean,train,pick,B,Pick up the blue ball,976067727,20260817,81,0
ep_00334.npz,v2.clean,train,push,B,Push the blue ball away from the robot,728943237,20260817,72,0
ep_00335.npz,v2.clean,train,pick,B,Pick up the blue ball,1803381707,20260817,87,0
ep_00336.npz,v2.clean,train,pick,C,Pick up the green cylinder,1018955104,20260817,85,0
ep_00337.npz,v2.clean,val,push,A,Push the red cube away from the robot,547824514,20260817,81,0
ep_00338.npz,v2.clean,train,pick,B,Pick up the blue ball,1656183201,20260817,80,0
ep_00339.npz,v2.clean,val,pick,C,Pick up the green cylinder,455269979,20260817,80,0
ep_00340.npz,v2.clean,train,pick,C,Pick up the green cylinder,1010841525,20260817,82,0
ep_00341.npz,v2.clean,train,pick,B,Pick up the blue ball,467745758,20260817,71,0
ep_00342.npz,v2.clean,train,pick,B,Pick up the blue ball,1029967508,20260817,75,0
ep_00343.npz,v2.clean,train,pick,A,Pick up the red cube,636772214,20260817,81,0
ep_00344.npz,v2.clean,test,pick,C,Pick up the green cylinder,314286117,20260817,67,0
ep_00345.npz,v2.clean,train,pick,B,Pick up the blue ball,1319519533,20260817,79,0
ep_00346.npz,v2.clean,train,pick,A,Pick up the red cube,315719978,20260817,81,0
ep_00347.npz,v2.clean,test,pick,C,Pick up the green cylinder,2084111069,20260817,73,0
ep_00348.npz,v2.clean,train,pick,A,Pick up the red cube,60823377,20260817,84,0
ep_00349.npz,v2.clean,train,pick,C,Pick up the green cylinder,512459950,20260817,68,0
ep_00350.npz,v2.clean,train,push,B,Push the blue ball away from the robot,615137319,20260817,65,0
ep_00351.npz,v2.clean,train,pick,B,Pick up the blue ball,1410017570,20260817,75,0
ep_00352.npz,v2.clean,train,pick,A,Pick up the red cube,1732220724,20260817,87,0
ep_00353.npz,v2.clean,train,pick,A,Pick up the red cube,436312509,20260817,84,0
ep_00354.npz,v2.clean,test,pick,B,Pick up the blue ball,1136570407,20260817,73,0
ep_00355.npz,v2.clean,train,push,B,Push the blue ball away from the robot,253458763,20260817,63,0
ep_00356.npz,v2.clean,test,pick,C,Pick up the green cylinder,202762131,20260817,86,0
ep_00357.npz,v2.clean,val,pick,A,Pick up the red cube,1551865400,20260817,83,0
ep_00358.npz,v2.clean,train,pick,B,Pick up the blue ball,1806451337,20260817,78,0
ep_00359.npz,v2.clean,train,pick,C,Pick up the green cylinder,595750420,20260817,79,0
ep_00360.npz,v2.clean,train,pick,A,Pick up the red cube,79282831,20260817,81,0
ep_00361.npz,v2.clean,test,pick,B,Pick up the blue ball,178599811,20260817,86,0
ep_00362.npz,v2.clean,train,pick,B,Pick up the blue ball,2092034972,20260817,85,0
ep_00363.npz,v2.clean,test,pick,C,Pick up the green cylinder,733938118,20260817,86,0
ep_00364.npz,v2.clean,train,pick,A,Pick up the red cube,51163922,20260817,86,0
ep_00365.npz,v2.clean,train,pick,B,Pick up the blue ball,1863235723,20260817,85,0
ep_00366.npz,v2.clean,train,pick,A,Pick up the red cube,1820953494,20260817,85,0
ep_00367.npz,v2.clean,train,pick,B,Pick up the blue ball,772445137,20260817,83,0
ep_00368.npz,v2.clean,train,pick,C,Pick up the green cylinder,501964145,20260817,72,0
ep_00369.npz,v2.clean,train,pick,B,Pick up the blue ball,1869257301,20260817,80,0
ep_00370.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,986343980,20260817,75,0
ep_00371.npz,v2.clean,val,pick,A,Pick up the red cube,758823147,20260817,80,0
ep_00372.npz,v2.clean,train,pick,A,Pick up the red cube,1699747624,20260817,78,0
ep_00373.npz,v2.clean,train,pick,C,Pick up the green cylinder,1378175543,20260817,81,0
ep_00374.npz,v2.clean,train,pick,B,Pick up the blue ball,921666199,20260817,75,0
ep_00375.npz,v2.clean,train,pick,A,Pick up the red cube,232428202,20260817,84,0
ep_00376.npz,v2.clean,train,pick,B,Pick up the blue ball,376199501,20260817,82,0
ep_00377.npz,v2.clean,train,pick,C,Pick up the green cylinder,1234294665,20260817,84,0
ep_00378.npz,v2.clean,train,push,A,Push the red cube away from the robot,261454770,20260817,79,0
ep_00379.npz,v2.clean,train,pick,A,Pick up the red cube,1001937041,20260817,89,0
ep_00380.npz,v2.clean,train,push,A,Push the red cube away from the robot,658906161,20260817,80,0
ep_00381.npz,v2.clean,train,pick,A,Pick up the red cube,1753784329,20260817,81,0
ep_00382.npz,v2.clean,train,push,A,Push the red cube away from the robot,785841092,20260817,82,0
ep_00383.npz,v2.clean,train,pick,C,Pick up the green cylinder,2082834608,20260817,72,0
ep_00384.npz,v2.clean,train,pick,B,Pick up the blue ball,1896501380,20260817,81,0
ep_00385.npz,v2.clean,test,pick,C,Pick up the green cylinder,1220120961,20260817,78,0
ep_00386.npz,v2.clean,train,pick,B,Pick up the blue ball,2066768361,20260817,79,0
ep_00387.npz,v2.clean,train,pick,C,Pick up the green cylinder,2038860591,20260817,85,0
ep_00388.npz,v2.clean,train,pick,C,Pick up the green cylinder,167288781,20260817,86,0
ep_00389.npz,v2.clean,train,pick,B,Pick up the blue ball,1607484257,20260817,83,0
ep_00390.npz,v2.clean,train,pick,B,Pick up the blue ball,1351879243,20260817,83,0
ep_00391.npz,v2.clean,val,pick,B,Pick up the blue ball,1826997328,20260817,78,0
ep_00392.npz,v2.clean,train,pick,A,Pick up the red cube,1517413643,20260817,79,0
ep_00393.npz,v2.clean,train,pick,C,Pick up the green cylinder,575470357,20260817,84,0
ep_00394.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1575086975,20260817,184,0
ep_00395.npz,v2.clean,train,push,A,Push the red cube away from the robot,1926737355,20260817,83,0
ep_00396.npz,v2.clean,train,pick,A,Pick up the red cube,1331755908,20260817,84,0
ep_00397.npz,v2.clean,train,push,A,Push the red cube away from the robot,2059614772,20260817,84,0
ep_00398.npz,v2.clean,train,pick,C,Pick up the green cylinder,163026689,20260817,79,0
ep_00399.npz,v2.clean,train,pick,B,Pick up the blue ball,237199937,20260817,77,0
ep_00400.npz,v2.clean,train,pick,C,Pick up the green cylinder,391456534,20260817,82,0
ep_00401.npz,v2.clean,val,pick,C,Pick up the green cylinder,1501637741,20260817,75,0
ep_00402.npz,v2.clean,train,pick,A,Pick up the red cube,289300011,20260817,79,0
ep_00403.npz,v2.clean,train,pick,C,Pick up the green cylinder,875115757,20260817,83,0
ep_00404.npz,v2.clean,train,pick,B,Pick up the blue ball,523239552,20260817,85,0
ep_00405.npz,v2.clean,train,pick,C,Pick up the green cylinder,1047533860,20260817,73,0
ep_00406.npz,v2.clean,train,pick,C,Pick up the green cylinder,403353416,20260817,84,0
ep_00407.npz,v2.clean,train,pick,A,Pick up the red cube,316368838,20260817,85,0
ep_00408.npz,v2.clean,train,pick,B,Pick up the blue ball,693960562,20260817,69,0
ep_00409.npz,v2.clean,train,push,B,Push the blue ball away from the robot,775586333,20260817,65,0
ep_00410.npz,v2.clean,train,pick,A,Pick up the red cube,495417419,20260817,79,0
ep_00411.npz,v2.clean,train,pick,C,Pick up the green cylinder,202026918,20260817,73,0
ep_00412.npz,v2.clean,val,push,C,Push the green cylinder away from the robot,10779840,20260817,77,0
ep_00413.npz,v2.clean,train,push,A,Push the red cube away from the robot,628475495,20260817,84,0
ep_00414.npz,v2.clean,train,pick,B,Pick up the blue ball,1357662558,20260817,86,0
ep_00415.npz,v2.clean,val,pick,C,Pick up the green cylinder,578808680,20260817,73,0
ep_00416.npz,v2.clean,val,pick,A,Pick up the red cube,2136886231,20260817,85,0
ep_00417.npz,v2.clean,test,pick,C,Pick up the green cylinder,1989658220,20260817,76,0
ep_00418.npz,v2.clean,train,pick,C,Pick up the green cylinder,1163694436,20260817,84,0
ep_00419.npz,v2.clean,val,pick,C,Pick up the green cylinder,1105924606,20260817,75,0
ep_00420.npz,v2.clean,train,pick,A,Pick up the red cube,1086298049,20260817,105,0
ep_00421.npz,v2.clean,train,pick,B,Pick up the blue ball,1908123513,20260817,76,0
ep_00422.npz,v2.clean,val,push,A,Push the red cube away from the robot,583423774,20260817,78,0
ep_00423.npz,v2.clean,train,pick,B,Pick up the blue ball,1744097159,20260817,77,0
ep_00424.npz,v2.clean,train,pick,C,Pick up the green cylinder,1827432825,20260817,77,0
ep_00425.npz,v2.clean,train,pick,A,Pick up the red cube,661310824,20260817,84,0
ep_00426.npz,v2.clean,train,pick,A,Pick up the red cube,60277671,20260817,83,0
ep_00427.npz,v2.clean,train,pick,A,Pick up the red cube,154651964,20260817,86,0
ep_00428.npz,v2.clean,train,pick,B,Pick up the blue ball,1457668670,20260817,76,0
ep_00429.npz,v2.clean,train,push,A,Push the red cube away from the robot,1005163749,20260817,82,0
ep_00430.npz,v2.clean,train,pick,A,Pick up the red cube,564007008,20260817,78,0
ep_00431.npz,v2.clean,train,pick,A,Pick up the red cube,3190713,20260817,81,0
ep_00432.npz,v2.clean,train,pick,C,Pick up the green cylinder,248662400,20260817,74,0
ep_00433.npz,v2.clean,train,pick,B,Pick up the blue ball,1802956176,20260817,83,0
ep_00434.npz,v2.clean,train,pick,C,Pick up the green cylinder,486141422,20260817,83,0
ep_00435.npz,v2.clean,test,pick,A,Pick up the red cube,1660370194,20260817,95,0
ep_00436.npz,v2.clean,train,pick,B,Pick up the blue ball,345674549,20260817,83,0
ep_00437.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1092310337,20260817,73,0
ep_00438.npz,v2.clean,train,pick,B,Pick up the blue ball,1064878801,20260817,82,0
ep_00439.npz,v2.clean,train,pick,C,Pick up the green cylinder,927382975,20260817,83,0
ep_00440.npz,v2.clean,train,pick,A,Pick up the red cube,1862874801,20260817,79,0
ep_00441.npz,v2.clean,train,pick,B,Pick up the blue ball,1644376938,20260817,82,0
ep_00442.npz,v2.clean,val,pick,B,Pick up the blue ball,1258066744,20260817,82,0
ep_00443.npz,v2.clean,train,pick,A,Pick up the red cube,1706036564,20260817,94,0
ep_00444.npz,v2.clean,train,push,A,Push the red cube away from the robot,135182242,20260817,76,0
ep_00445.npz,v2.clean,train,pick,B,Pick up the blue ball,111944301,20260817,81,0
ep_00446.npz,v2.clean,val,pick,C,Pick up the green cylinder,1616000879,20260817,78,0
ep_00447.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,505020191,20260817,93,0
ep_00448.npz,v2.clean,train,pick,A,Pick up the red cube,2098844031,20260817,85,0
ep_00449.npz,v2.clean,train,pick,B,Pick up the blue ball,941630887,20260817,83,0
ep_00450.npz,v2.clean,train,pick,B,Pick up the blue ball,872816706,20260817,85,0
ep_00451.npz,v2.clean,train,pick,C,Pick up the green cylinder,30300514,20260817,75,0
ep_00452.npz,v2.clean,train,pick,B,Pick up the blue ball,1597199543,20260817,81,0
ep_00453.npz,v2.clean,train,push,A,Push the red cube away from the robot,1473503275,20260817,76,0
ep_00454.npz,v2.clean,train,pick,A,Pick up the red cube,511330491,20260817,83,0
ep_00455.npz,v2.clean,val,pick,A,Pick up the red cube,859982071,20260817,88,0
ep_00456.npz,v2.clean,train,push,A,Push the red cube away from the robot,1466215042,20260817,72,0
ep_00457.npz,v2.clean,val,pick,A,Pick up the red cube,880292208,20260817,78,0
ep_00458.npz,v2.clean,train,pick,C,Pick up the green cylinder,1114807545,20260817,76,0
ep_00459.npz,v2.clean,val,pick,B,Pick up the blue ball,1100921334,20260817,82,0
ep_00460.npz,v2.clean,test,pick,A,Pick up the red cube,995933351,20260817,77,0
ep_00461.npz,v2.clean,train,pick,A,Pick up the red cube,598158727,20260817,79,0
ep_00462.npz,v2.clean,train,pick,B,Pick up the blue ball,314999378,20260817,74,0
ep_00463.npz,v2.clean,test,pick,B,Pick up the blue ball,846450198,20260817,71,0
ep_00464.npz,v2.clean,train,pick,C,Pick up the green cylinder,1281657154,20260817,86,0
ep_00465.npz,v2.clean,train,push,A,Push the red cube away from the robot,298607498,20260817,83,0
ep_00466.npz,v2.clean,test,pick,B,Pick up the blue ball,875688987,20260817,76,0
ep_00467.npz,v2.clean,train,pick,A,Pick up the red cube,471186032,20260817,82,0
ep_00468.npz,v2.clean,train,pick,C,Pick up the green cylinder,1999882514,20260817,87,0
ep_00469.npz,v2.clean,train,pick,C,Pick up the green cylinder,1286793777,20260817,82,0
ep_00470.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1745204161,20260817,177,0
ep_00471.npz,v2.clean,val,pick,C,Pick up the green cylinder,1662590063,20260817,78,0
ep_00472.npz,v2.clean,train,pick,C,Pick up the green cylinder,1539128284,20260817,84,0
ep_00473.npz,v2.clean,val,pick,A,Pick up the red cube,106122314,20260817,84,0
ep_00474.npz,v2.clean,train,pick,C,Pick up the green cylinder,1121911479,20260817,78,0
ep_00475.npz,v2.clean,train,pick,C,Pick up the green cylinder,341589977,20260817,75,0
ep_00476.npz,v2.clean,train,pick,C,Pick up the green cylinder,328015994,20260817,81,0
ep_00477.npz,v2.clean,val,pick,A,Pick up the red cube,1819791988,20260817,82,0
ep_00478.npz,v2.clean,train,pick,B,Pick up the blue ball,917508055,20260817,81,0
ep_00479.npz,v2.clean,train,pick,B,Pick up the blue ball,245703234,20260817,83,0
ep_00480.npz,v2.clean,val,pick,B,Pick up the blue ball,850420910,20260817,75,0
ep_00481.npz,v2.clean,train,pick,C,Pick up the green cylinder,828389237,20260817,81,0
ep_00482.npz,v2.clean,train,pick,A,Pick up the red cube,1955087049,20260817,80,0
ep_00483.npz,v2.clean,train,pick,A,Pick up the red cube,633978161,20260817,81,0
ep_00484.npz,v2.clean,val,pick,A,Pick up the red cube,1484824988,20260817,73,0
ep_00485.npz,v2.clean,train,pick,B,Pick up the blue ball,526125996,20260817,78,0
ep_00486.npz,v2.clean,train,pick,A,Pick up the red cube,128858575,20260817,77,0
ep_00487.npz,v2.clean,train,pick,B,Pick up the blue ball,1362051815,20260817,87,0
ep_00488.npz,v2.clean,val,pick,C,Pick up the green cylinder,131602945,20260817,70,0
ep_00489.npz,v2.clean,train,push,A,Push the red cube away from the robot,38557865,20260817,81,0
ep_00490.npz,v2.clean,train,pick,C,Pick up the green cylinder,1913150196,20260817,83,0
ep_00491.npz,v2.clean,train,pick,C,Pick up the green cylinder,305248520,20260817,84,0
ep_00492.npz,v2.clean,train,pick,A,Pick up the red cube,966774414,20260817,86,0
ep_00493.npz,v2.clean,train,pick,B,Pick up the blue ball,1982151439,20260817,76,0
ep_00494.npz,v2.clean,train,pick,A,Pick up the red cube,1017389379,20260817,75,0
ep_00495.npz,v2.clean,train,pick,B,Pick up the blue ball,196475503,20260817,84,0
ep_00496.npz,v2.clean,train,pick,A,Pick up the red cube,1226417389,20260817,79,0
ep_00497.npz,v2.clean,test,pick,A,Pick up the red cube,203502623,20260817,81,0
ep_00498.npz,v2.clean,test,pick,B,Pick up the blue ball,1540983223,20260817,84,0
ep_00499.npz,v2.clean,train,pick,A,Pick up the red cube,1366615045,20260817,86,0
ep_00500.npz,v2.clean,train,pick,B,Pick up the blue ball,1834931760,20260817,82,0
ep_00501.npz,v2.clean,train,pick,A,Pick up the red cube,1945596526,20260817,82,0
ep_00502.npz,v2.clean,test,push,A,Push the red cube away from the robot,1272305165,20260817,83,0
ep_00503.npz,v2.clean,train,pick,C,Pick up the green cylinder,1103901826,20260817,75,0
ep_00504.npz,v2.clean,val,pick,A,Pick up the red cube,145058348,20260817,83,0
ep_00505.npz,v2.clean,test,pick,C,Pick up the green cylinder,645045829,20260817,73,0
ep_00506.npz,v2.clean,train,pick,A,Pick up the red cube,555910420,20260817,111,0
ep_00507.npz,v2.clean,train,pick,C,Pick up the green cylinder,929539095,20260817,71,0
ep_00508.npz,v2.clean,train,pick,C,Pick up the green cylinder,315773805,20260817,81,0
ep_00509.npz,v2.clean,train,pick,C,Pick up the green cylinder,88193392,20260817,77,0
ep_00510.npz,v2.clean,train,pick,C,Pick up the green cylinder,1968928573,20260817,75,0
ep_00511.npz,v2.clean,test,push,A,Push the red cube away from the robot,1966212548,20260817,80,0
ep_00512.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,2083371363,20260817,82,0
ep_00513.npz,v2.clean,train,pick,A,Pick up the red cube,1111477517,20260817,84,0
ep_00514.npz,v2.clean,train,pick,C,Pick up the green cylinder,1155178218,20260817,69,0
ep_00515.npz,v2.clean,train,pick,A,Pick up the red cube,1207916,20260817,75,0
ep_00516.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1311105233,20260817,84,0
ep_00517.npz,v2.clean,train,pick,C,Pick up the green cylinder,1764692797,20260817,81,0
ep_00518.npz,v2.clean,train,push,A,Push the red cube away from the robot,976630088,20260817,80,0
ep_00519.npz,v2.clean,train,pick,A,Pick up the red cube,944303975,20260817,88,0
ep_00520.npz,v2.clean,train,pick,A,Pick up the red cube,1708753749,20260817,86,0
ep_00521.npz,v2.clean,train,pick,C,Pick up the green cylinder,2079627396,20260817,84,0
ep_00522.npz,v2.clean,train,pick,C,Pick up the green cylinder,346247067,20260817,74,0
ep_00523.npz,v2.clean,test,pick,A,Pick up the red cube,1007735417,20260817,73,0
ep_00524.npz,v2.clean,train,pick,C,Pick up the green cylinder,992312734,20260817,68,0
ep_00525.npz,v2.clean,train,pick,A,Pick up the red cube,816006794,20260817,84,0
ep_00526.npz,v2.clean,train,pick,A,Pick up the red cube,347360483,20260817,79,0
ep_00527.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1226976568,20260817,65,0
ep_00528.npz,v2.clean,train,pick,B,Pick up the blue ball,304362441,20260817,81,0
ep_00529.npz,v2.clean,train,pick,C,Pick up the green cylinder,95835172,20260817,83,0
ep_00530.npz,v2.clean,val,pick,B,Pick up the blue ball,2133153858,20260817,74,0
ep_00531.npz,v2.clean,train,pick,A,Pick up the red cube,1360495828,20260817,84,0
ep_00532.npz,v2.clean,val,pick,B,Pick up the blue ball,1964766762,20260817,76,0
ep_00533.npz,v2.clean,train,pick,B,Pick up the blue ball,666610393,20260817,84,0
ep_00534.npz,v2.clean,train,pick,A,Pick up the red cube,1347174918,20260817,70,0
ep_00535.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1584341073,20260817,149,0
ep_00536.npz,v2.clean,train,pick,A,Pick up the red cube,1041313662,20260817,85,0
ep_00537.npz,v2.clean,train,pick,A,Pick up the red cube,2147451957,20260817,82,0
ep_00538.npz,v2.clean,train,pick,B,Pick up the blue ball,289818761,20260817,84,0
ep_00539.npz,v2.clean,train,pick,C,Pick up the green cylinder,859495882,20260817,74,0
ep_00540.npz,v2.clean,train,pick,B,Pick up the blue ball,199153458,20260817,78,0
ep_00541.npz,v2.clean,train,pick,B,Pick up the blue ball,365157990,20260817,78,0
ep_00542.npz,v2.clean,train,pick,A,Pick up the red cube,1246610717,20260817,76,0
ep_00543.npz,v2.clean,train,pick,C,Pick up the green cylinder,908649469,20260817,86,0
ep_00544.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1929794794,20260817,66,0
ep_00545.npz,v2.clean,train,pick,A,Pick up the red cube,211724802,20260817,75,0
ep_00546.npz,v2.clean,train,push,B,Push the blue ball away from the robot,1416571481,20260817,66,0
ep_00547.npz,v2.clean,train,pick,C,Pick up the green cylinder,1776867317,20260817,74,0
ep_00548.npz,v2.clean,train,pick,B,Pick up the blue ball,458116341,20260817,80,0
ep_00549.npz,v2.clean,val,pick,A,Pick up the red cube,1163212130,20260817,75,0
ep_00550.npz,v2.clean,train,pick,C,Pick up the green cylinder,1191532861,20260817,72,0
ep_00551.npz,v2.clean,train,pick,C,Pick up the green cylinder,483760625,20260817,79,0
ep_00552.npz,v2.clean,train,pick,C,Pick up the green cylinder,388752763,20260817,85,0
ep_00553.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,1328818123,20260817,71,0
ep_00554.npz,v2.clean,train,pick,B,Pick up the blue ball,1444750808,20260817,79,0
ep_00555.npz,v2.clean,train,pick,C,Pick up the green cylinder,1210720056,20260817,77,0
ep_00556.npz,v2.clean,train,pick,B,Pick up the blue ball,618485928,20260817,85,0
ep_00557.npz,v2.clean,train,pick,C,Pick up the green cylinder,753070625,20260817,85,0
ep_00558.npz,v2.clean,train,pick,B,Pick up the blue ball,1496687551,20260817,79,0
ep_00559.npz,v2.clean,train,pick,B,Pick up the blue ball,1084355071,20260817,86,0
ep_00560.npz,v2.clean,train,pick,A,Pick up the red cube,1106769434,20260817,85,0
ep_00561.npz,v2.clean,train,pick,B,Pick up the blue ball,1243282812,20260817,79,0
ep_00562.npz,v2.clean,train,pick,B,Pick up the blue ball,1621552752,20260817,78,0
ep_00563.npz,v2.clean,train,pick,B,Pick up the blue ball,521005445,20260817,76,0
ep_00564.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,159810765,20260817,81,0
ep_00565.npz,v2.clean,train,pick,B,Pick up the blue ball,743431642,20260817,83,0
ep_00566.npz,v2.clean,val,pick,B,Pick up the blue ball,42670399,20260817,71,0
ep_00567.npz,v2.clean,test,pick,B,Pick up the blue ball,1362156075,20260817,76,0
ep_00568.npz,v2.clean,train,pick,A,Pick up the red cube,2110163485,20260817,84,0
ep_00569.npz,v2.clean,train,pick,B,Pick up the blue ball,1895832792,20260817,79,0
ep_00570.npz,v2.clean,train,pick,B,Pick up the blue ball,1848195995,20260817,75,0
ep_00571.npz,v2.clean,train,pick,B,Pick up the blue ball,305534253,20260817,85,0
ep_00572.npz,v2.clean,train,pick,A,Pick up the red cube,2095685952,20260817,85,0
ep_00573.npz,v2.clean,train,pick,C,Pick up the green cylinder,1304464,20260817,76,0
ep_00574.npz,v2.clean,val,pick,A,Pick up the red cube,1478090101,20260817,79,0
ep_00575.npz,v2.clean,train,push,C,Push the green cylinder away from the robot,431013025,20260817,83,0
ep_00576.npz,v2.clean,train,pick,B,Pick up the blue ball,1255546415,20260817,76,0
ep_00577.npz,v2.clean,test,pick,A,Pick up the red cube,874894594,20260817,80,0
ep_00578.npz,v2.clean,train,pick,B,Pick up the blue ball,70297807,20260817,77,0
ep_00579.npz,v2.clean,train,pick,C,Pick up the green cylinder,431216512,20260817,80,0
ep_00580.npz,v2.clean,train,pick,C,Pick up the green cylinder,2097873673,20260817,83,0
ep_00581.npz,v2.clean,train,pick,B,Pick up the blue ball,213165003,20260817,79,0
ep_00582.npz,v2.clean,train,pick,B,Pick up the blue ball,1820750459,20260817,75,0
ep_00583.npz,v2.clean,train,pick,C,Pick up the green cylinder,743832389,20260817,78,0
ep_00584.npz,v2.clean,test,push,C,Push the green cylinder away from the robot,1977905994,20260817,74,0
ep_00585.npz,v2.clean,train,pick,B,Pick up the blue ball,1748457796,20260817,81,0
ep_00586.npz,v2.clean,train,pick,B,Pick up the blue ball,1833447244,20260817,86,0
ep_00587.npz,v2.clean,test,pick,A,Pick up the red cube,1934517210,20260817,87,0
ep_00588.npz,v2.clean,train,pick,A,Pick up the red cube,1870578516,20260817,84,0
ep_00589.npz,v2.clean,train,pick,A,Pick up the red cube,1528123281,20260817,78,0
ep_00590.npz,v2.clean,train,pick,A,Pick up the red cube,1802413814,20260817,82,0
ep_00591.npz,v2.clean,val,pick,C,Pick up the green cylinder,824594509,20260817,74,0
ep_00592.npz,v2.clean,val,pick,A,Pick up the red cube,1100839637,20260817,85,0
ep_00593.npz,v2.clean,train,pick,A,Pick up the red cube,183991184,20260817,81,0
ep_00594.npz,v2.clean,val,pick,C,Pick up the green cylinder,970229506,20260817,82,0
ep_00595.npz,v2.clean,train,pick,A,Pick up the red cube,2004234450,20260817,87,0
ep_00596.npz,v2.clean,train,pick,B,Pick up the blue ball,2103584457,20260817,81,0
ep_00597.npz,v2.clean,train,pick,B,Pick up the blue ball,907612501,20260817,72,0
ep_00598.npz,v2.clean,train,pick,B,Pick up the blue ball,778292288,20260817,87,0
ep_00599.npz,v2.clean,train,pick,B,Pick up the blue ball,318739184,20260817,76,0
ep_00600.npz,v2.clean,train,pick,C,Pick up the green cylinder,454342979,20260817,79,0
ep_00601.npz,v2.clean,test,pick,C,Pick up the green cylinder,552144416,20260817,84,0
ep_00602.npz,v2.clean,train,pick,C,Pick up the green cylinder,1048869514,20260817,81,0
ep_00603.npz,v2.clean,train,pick,C,Pick up the green cylinder,42568523,20260817,68,0
ep_00604.npz,v2.clean,train,pick,A,Pick up the red cube,273853203,20260817,77,0
ep_00605.npz,v2.clean,train,push,A,Push the red cube away from the robot,1135855337,20260817,78,0
ep_00606.npz,v2.clean,train,pick,B,Pick up the blue ball,412149790,20260817,79,0
ep_00607.npz,v2.clean,train,pick,C,Pick up the green cylinder,1080203969,20260817,83,0
ep_00608.npz,v2.clean,train,push,A,Push the red cube away from the robot,3204264,20260817,80,0
ep_00609.npz,v2.clean,train,pick,B,Pick up the blue ball,294397103,20260817,77,0
ep_00610.npz,v2.clean,train,pick,C,Pick up the green cylinder,1585846404,20260817,73,0
ep_00611.npz,v2.clean,train,pick,C,Pick up the green cylinder,581236638,20260817,82,0
ep_00612.npz,v2.clean,train,pick,A,Pick up the red cube,571482905,20260817,81,0
ep_00613.npz,v2.clean,train,pick,B,Pick up the blue ball,1494436291,20260817,74,0
ep_00614.npz,v2.clean,train,push,A,Push the red cube away from the robot,628309646,20260817,93,0
ep_00615.npz,v2.clean,test,push,A,Push the red cube away from the robot,284534508,20260817,79,0
ep_00616.npz,v2.clean,train,pick,B,Pick up the blue ball,990807152,20260817,80,0
ep_00617.npz,v2.clean,test,pick,A,Pick up the red cube,504971293,20260817,122,0
ep_00618.npz,v2.clean,train,push,A,Push the red cube away from the robot,187904045,20260817,77,0
ep_00619.npz,v2.clean,train,pick,A,Pick up the red cube,495530140,20260817,76,0
ep_00620.npz,v2.clean,train,pick,B,Pick up the blue ball,420042124,20260817,86,0
ep_00621.npz,v2.clean,train,pick,B,Pick up the blue ball,546202346,20260817,83,0
